#Source Plate,Source Well,Proposed Destination Plate,Proposed Destination Well
103,A01,35,C12
1,D02,35,D10
10,C02,35,D11
103,G06,35,D12
1,B03,35,E10
10,E08,35,E11
105,G02,35,E12
1,A07,35,F10
100,C03,35,F11
106,B03,35,F12
1,E07,35,G10
100,G04,35,G11
107,B03,35,G12
1,E08,35,H10
107,B03,35,H12
408,D04,35,A01
409,F10,35,A02
410,F11,35,A03
412,A01,35,A04
413,D05,35,A05
414,C12,35,A06
415,C05,35,A07
416,A10,35,A08
416,F12,35,A09
417,F09,35,A10
408,E10,35,B01
409,F04,35,B02
410,G11,35,B03
412,C11,35,B04
413,D08,35,B05
414,D04,35,B06
415,D10,35,B07
416,A11,35,B08
416,F03,35,B09
417,G12,35,B10
408,E04,35,C01
409,F09,35,C02
411,C07,35,C03
412,C04,35,C04
413,D09,35,C05
414,D05,35,C06
415,D09,35,C07
416,C12,35,C08
416,F08,35,C09
408,G08,35,D01
409,G09,35,D02
411,D02,35,D03
412,C09,35,D04
413,E04,35,D05
414,F09,35,D06
415,E02,35,D07
416,C04,35,D08
416,G11,35,D09
409,A10,35,E01
410,A04,35,E02
411,E11,35,E03
412,G11,35,E04
413,H02,35,E05
415,A06,35,E06
415,E06,35,E07
416,C05,35,E08
417,C07,35,E09
409,C05,35,F01
410,B01,35,F02
411,G03,35,F03
413,A12,35,F04
413,H04,35,F05
415,A07,35,F06
415,F02,35,F07
416,D10,35,F08
417,D05,35,F09
409,D12,35,G01
410,D11,35,G02
411,G04,35,G03
413,C11,35,G04
413,H06,35,G05
415,B05,35,G06
415,F04,35,G07
416,E01,35,G08
417,E12,35,G09
409,E12,35,H01
410,E10,35,H02
411,G05,35,H03
413,C07,35,H04
414,C10,35,H05
415,C04,35,H06
415,H06,35,H07
416,E03,35,H08
417,E08,35,H09
108,H11,36,A01
113,H06,36,A03
118,B03,36,A04
122,E01,36,A05
108,B03,36,B01
111,B03,36,B02
114,G01,36,B03
118,D05,36,B04
122,B03,36,B05
11,G02,36,C01
111,B03,36,C02
119,A02,36,C04
123,A07,36,C05
11,D05,36,D01
116,A05,36,D03
119,A05,36,D04
124,F11,36,D05
11,F05,36,E01
111,H06,36,E02
116,G08,36,E03
12,D05,36,E04
124,F11,36,E05
11,C09,36,F01
112,G10,36,F02
116,H08,36,F03
12,G06,36,F04
124,F07,36,F05
110,B03,36,G01
112,G04,36,G02
117,F01,36,G03
12,H07,36,G04
125,B01,36,G05
110,B03,36,H01
113,E10,36,H02
117,B03,36,H03
121,F01,36,H04
126,A10,36,H05
141,F10,36,B10
111,G01,36,A02
115,B03,36,C03
128,A03,36,C06
111,H05,36,D02
128,A01,36,A06
13,D07,36,A07
134,G05,36,A08
138,E09,36,A09
140,F09,36,A10
144,E03,36,A11
146,B03,36,A12
128,F01,36,B06
130,E03,36,B07
136,B03,36,B08
139,D05,36,B09
144,D04,36,B11
146,H08,36,B12
130,E04,36,C07
137,C10,36,C08
139,F06,36,C09
141,F02,36,C10
144,C09,36,C11
128,B03,36,D06
137,F12,36,D08
139,E07,36,D09
142,G06,36,D10
145,H03,36,D11
148,E07,36,D12
129,A05,36,E06
133,B03,36,E07
138,E10,36,E08
14,D12,36,E09
143,D01,36,E10
145,B04,36,E11
149,H11,36,E12
13,C02,36,F06
134,A10,36,F07
138,F10,36,F08
14,B03,36,F09
143,D04,36,F10
145,H06,36,F11
149,B03,36,F12
13,B03,36,G06
134,E11,36,G07
138,B03,36,G08
14,B03,36,G09
143,H09,36,G10
145,F09,36,G11
149,H03,36,G12
13,C07,36,H06
134,H04,36,H07
138,A07,36,H08
14,C04,36,H09
144,B03,36,H10
146,H11,36,H11
149,B09,36,H12
151,H03,37,B02
157,E07,37,A05
151,H03,37,C02
151,H03,37,D02
160,B05,37,C06
175,G02,37,D11
178,C11,37,E12
15,B11,37,A01
151,F12,37,A02
152,D08,37,A03
154,D08,37,A04
159,B03,37,A06
162,A11,37,A07
165,B03,37,A08
169,F11,37,A09
171,A02,37,A10
173,B03,37,A11
176,A06,37,A12
15,F02,37,B01
152,G09,37,B03
154,A09,37,B04
157,E07,37,B05
160,B03,37,B06
162,G02,37,B07
165,H03,37,B08
169,B03,37,B09
171,B02,37,B10
174,F03,37,B11
176,A08,37,B12
15,D03,37,C01
153,D04,37,C03
155,F10,37,C04
158,E12,37,C05
163,B10,37,C07
165,F08,37,C08
169,H08,37,C09
171,H03,37,C10
175,G11,37,C11
177,A01,37,C12
153,A08,37,D03
155,H11,37,D04
160,G06,37,D06
163,C02,37,D07
166,H10,37,D08
17,A11,37,D09
171,G04,37,D10
177,A03,37,D12
15,E05,37,E01
151,E05,37,E02
154,E12,37,E03
155,B03,37,E04
158,F05,37,E05
160,C08,37,E06
163,B05,37,E07
166,E07,37,E08
17,E03,37,E09
171,C08,37,E10
15,B06,37,F01
152,A01,37,F02
154,A02,37,F03
155,B08,37,F04
159,A01,37,F05
161,F05,37,F06
164,G12,37,F07
167,F12,37,F08
17,H07,37,F09
172,D11,37,F10
175,F08,37,F11
179,F01,37,F12
150,A11,37,G01
152,H11,37,G02
154,C04,37,G03
155,A09,37,G04
159,H01,37,G05
161,E09,37,G06
165,F01,37,G07
168,C07,37,G08
170,D11,37,G09
172,H07,37,G10
176,C11,37,G11
179,A03,37,G12
150,B03,37,H01
152,F02,37,H02
154,G05,37,H03
156,C08,37,H04
159,A02,37,H05
162,F01,37,H06
165,A02,37,H07
169,H10,37,H08
170,E11,37,H09
173,F12,37,H10
176,B03,37,H11
179,B03,37,H12
183,D04,38,F02
179,G06,38,A01
181,F12,38,A02
184,C06,38,A03
187,A02,38,A04
19,H08,38,A05
192,A10,38,A06
193,C12,38,A07
196,G12,38,A08
199,D12,38,A09
2,B08,38,A10
201,H09,38,A11
205,F05,38,A12
179,E07,38,B01
181,B03,38,B02
185,A03,38,B03
187,E06,38,B04
192,H10,38,B06
194,A11,38,B07
197,F10,38,B08
199,G07,38,B09
20,H12,38,B10
202,H02,38,B11
206,G12,38,B12
179,G08,38,C01
182,A12,38,C02
186,A11,38,C03
188,A01,38,C04
190,A11,38,C05
192,A11,38,C06
194,F11,38,C07
197,A12,38,C08
2,C11,38,C09
200,A10,38,C10
202,H03,38,C11
206,B03,38,C12
179,G09,38,D01
186,D02,38,D03
188,F12,38,D04
190,E11,38,D05
192,A03,38,D06
194,A02,38,D07
197,H12,38,D08
2,D02,38,D09
200,D05,38,D10
203,H02,38,D11
206,C03,38,D12
18,G02,38,E01
182,F03,38,E02
186,G03,38,E03
188,E06,38,E04
190,B03,38,E05
192,F03,38,E06
194,B03,38,E07
197,A04,38,E08
2,H02,38,E09
200,C07,38,E10
203,H06,38,E11
206,C06,38,E12
180,G12,38,F01
186,A08,38,F03
189,A04,38,F04
190,G07,38,F05
192,E04,38,F06
194,A04,38,F07
198,B04,38,F08
2,B03,38,F09
200,A09,38,F10
203,D07,38,F11
206,F07,38,F12
180,B03,38,G01
184,D02,38,G02
186,G08,38,G03
19,H02,38,G04
191,B03,38,G05
192,F05,38,G06
195,B03,38,G07
198,A07,38,G08
2,E05,38,G09
201,C10,38,G10
204,A06,38,G11
207,B11,38,G12
181,E10,38,H01
184,B03,38,H02
187,F12,38,H03
19,D03,38,H04
191,H05,38,H05
192,C06,38,H06
195,E07,38,H07
199,A10,38,H08
2,E07,38,H09
201,G03,38,H10
205,D12,38,H11
207,B03,38,H12
214,A03,39,A03
236,H01,39,G10
21,H08,39,H01
24,G08,39,G12
207,E05,39,A01
21,H08,39,A02
216,D03,39,A04
219,F10,39,A05
220,D09,39,A06
223,F11,39,A07
227,H05,39,A08
229,C05,39,A09
233,B03,39,A10
236,B03,39,A11
239,C01,39,A12
207,D09,39,B01
210,B03,39,B02
214,B03,39,B03
216,F03,39,B04
219,C04,39,B05
221,A10,39,B06
223,A03,39,B07
227,G07,39,B08
230,E03,39,B09
233,G05,39,B10
237,F01,39,B11
239,A11,39,B12
208,G10,39,C01
211,B06,39,C02
214,B03,39,C03
217,F05,39,C04
219,E07,39,C05
221,B03,39,C06
223,A04,39,C07
228,A10,39,C08
230,H03,39,C09
234,A03,39,C10
237,B03,39,C11
239,G12,39,C12
208,H12,39,D01
211,A07,39,D02
217,H07,39,D04
22,G11,39,D05
221,A04,39,D06
224,F10,39,D07
228,A03,39,D08
230,D04,39,D09
234,E08,39,D10
237,B03,39,D11
239,B03,39,D12
209,G03,39,E01
213,A03,39,E02
215,C02,39,E03
218,F02,39,E04
220,F03,39,E05
221,D05,39,E06
224,A03,39,E07
228,E04,39,E08
230,E05,39,E09
235,E01,39,E10
237,D03,39,E11
24,B03,39,E12
209,A09,39,F01
213,F04,39,F02
215,B03,39,F03
218,B08,39,F04
220,F03,39,F05
222,A11,39,F06
224,B03,39,F07
228,C07,39,F08
232,F02,39,F09
235,H03,39,F10
237,F03,39,F11
24,F03,39,F12
21,A01,39,G01
213,F07,39,G02
216,C10,39,G03
218,F09,39,G04
220,G03,39,G05
222,A12,39,G06
225,C03,39,G07
229,D10,39,G08
232,B03,39,G09
237,C06,39,G11
214,D10,39,H02
216,A12,39,H03
219,A10,39,H04
220,D04,39,H05
222,B03,39,H06
227,B12,39,H07
229,C02,39,H08
232,E07,39,H09
236,H01,39,H10
238,E12,39,H11
240,B01,39,H12
257,E08,40,B08
250,D08,40,E05
265,B07,40,F10
240,A10,40,A01
244,C02,40,A02
246,E06,40,A03
248,B03,40,A04
250,A03,40,A05
251,D03,40,A06
254,B03,40,A07
257,E01,40,A08
26,G03,40,A09
263,E10,40,A10
266,D10,40,A11
27,B09,40,A12
240,H12,40,B01
244,H02,40,B02
247,G10,40,B03
249,B05,40,B04
250,C05,40,B05
251,G09,40,B06
254,D05,40,B07
26,H09,40,B09
263,F11,40,B10
266,A04,40,B11
270,B01,40,B12
240,C02,40,C01
244,F04,40,C02
247,B03,40,C03
249,F05,40,C04
250,F05,40,C05
252,F04,40,C06
254,H07,40,C07
257,E08,40,C08
260,A10,40,C09
263,B03,40,C10
267,D03,40,C11
270,G04,40,C12
240,D08,40,D01
244,D07,40,D02
247,G03,40,D03
250,B06,40,D05
253,G10,40,D06
255,G01,40,D07
258,F12,40,D08
261,D12,40,D09
263,G08,40,D10
268,D11,40,D11
270,A09,40,D12
242,E02,40,E01
245,F06,40,E02
247,D04,40,E03
249,G07,40,E04
253,E05,40,E06
255,C10,40,E07
258,A06,40,E08
261,G03,40,E09
264,A11,40,E10
269,B03,40,E11
271,H12,40,E12
242,A07,40,F01
246,A01,40,F02
247,A09,40,F03
25,G02,40,F04
250,D08,40,F05
253,E07,40,F06
255,G10,40,F07
259,F10,40,F08
262,G01,40,F09
269,C09,40,F11
271,G04,40,F12
243,G10,40,G01
246,C12,40,G02
247,H09,40,G03
25,B03,40,G04
250,F08,40,G05
253,G07,40,G06
255,F02,40,G07
259,H07,40,G08
262,B07,40,G09
265,B07,40,G10
27,H02,40,G11
272,E04,40,G12
243,H03,40,H01
246,B03,40,H02
248,G12,40,H03
25,H04,40,H04
251,F10,40,H05
254,C12,40,H06
256,C12,40,H07
26,G02,40,H08
262,F08,40,H09
266,A01,40,H10
27,H04,40,H11
272,B05,40,H12
304,B03,41,B11
279,C02,41,E02
273,G12,41,A01
277,C01,41,A02
280,B03,41,A03
283,G01,41,A04
287,E09,41,A05
29,F01,41,A06
290,C08,41,A07
296,A05,41,A08
3,A02,41,A09
300,D03,41,A10
303,A08,41,A11
309,A08,41,A12
274,C04,41,B01
277,G01,41,B02
280,G07,41,B03
283,H02,41,B04
287,G09,41,B05
29,D07,41,B06
292,F10,41,B07
297,F01,41,B08
3,F03,41,B09
300,G08,41,B10
310,C05,41,B12
274,F04,41,C01
278,A08,41,C02
281,A01,41,C03
283,E04,41,C04
288,H02,41,C05
29,A09,41,C06
292,G04,41,C07
297,G08,41,C08
301,D10,41,C10
304,B03,41,C11
311,A12,41,C12
274,H04,41,D01
279,H12,41,D02
281,F12,41,D03
285,B03,41,D04
290,E11,41,D06
293,G11,41,D07
297,F09,41,D08
3,C09,41,D09
301,E06,41,D10
304,C05,41,D11
311,D04,41,D12
274,F05,41,E01
281,B03,41,E03
285,G08,41,E04
288,B03,41,E05
290,G11,41,E06
293,H07,41,E07
298,E01,41,E08
30,H10,41,E09
301,D08,41,E10
305,E08,41,E11
311,F06,41,E12
275,C11,41,F01
280,C10,41,F02
281,B07,41,F03
286,F01,41,F04
288,A04,41,F05
290,A02,41,F06
295,B03,41,F07
299,E10,41,F08
30,C12,41,F09
302,F10,41,F10
306,C09,41,F11
312,E03,41,F12
276,D10,41,G01
280,F11,41,G02
282,F02,41,G03
286,F03,41,G04
289,H10,41,G05
290,B03,41,G06
296,E01,41,G07
299,G02,41,G08
30,C02,41,G09
302,B03,41,G10
306,E09,41,G11
312,G07,41,G12
276,H07,41,H01
280,E02,41,H02
282,G08,41,H03
287,G01,41,H04
289,B03,41,H05
290,G06,41,H06
296,B03,41,H07
299,A07,41,H08
30,D03,41,H09
303,C03,41,H10
309,D03,41,H11
313,E10,41,H12
32,E02,42,B03
344,D03,42,C10
313,G02,42,A01
316,B03,42,A02
319,A08,42,A03
322,E05,42,A04
325,A08,42,A05
329,E11,42,A06
330,E12,42,A07
334,B07,42,A08
340,F01,42,A09
343,B03,42,A10
346,E11,42,A11
349,B06,42,A12
313,B03,42,B01
316,C05,42,B02
322,C08,42,B04
326,A01,42,B05
329,C05,42,B06
331,A11,42,B07
337,G12,42,B08
340,F12,42,B09
344,G02,42,B10
346,H05,42,B11
349,D08,42,B12
313,C03,42,C01
316,G09,42,C02
320,H01,42,C03
323,B03,42,C04
326,A08,42,C05
329,G05,42,C06
331,C02,42,C07
337,A02,42,C08
340,A07,42,C09
347,D10,42,C11
35,B03,42,C12
313,F06,42,D01
316,H09,42,D02
321,D02,42,D03
323,C07,42,D04
326,F08,42,D05
332,F04,42,D07
337,H07,42,D08
341,C10,42,D09
345,D01,42,D10
347,C03,42,D11
35,D09,42,D12
313,B07,42,E01
318,H02,42,E02
321,F02,42,E03
323,H08,42,E04
327,B03,42,E05
329,E06,42,E06
332,H04,42,E07
337,A09,42,E08
341,B03,42,E09
345,H12,42,E10
347,C05,42,E11
350,A02,42,E12
315,B03,42,F01
318,A07,42,F02
321,G05,42,F03
324,H02,42,F04
328,A10,42,F05
33,C03,42,F06
333,F10,42,F07
338,F02,42,F08
342,G02,42,F09
345,F04,42,F10
348,G11,42,F11
350,B04,42,F12
315,H06,42,G01
319,B03,42,G02
322,G12,42,G03
325,G11,42,G04
328,C12,42,G05
33,H04,42,G06
333,E06,42,G07
338,E08,42,G08
342,G07,42,G09
345,C05,42,G10
348,F06,42,G11
351,E11,42,G12
319,E04,42,H02
322,B03,42,H03
325,G04,42,H04
328,B03,42,H05
330,D10,42,H06
334,D01,42,H07
34,G05,42,H08
343,H12,42,H09
346,D10,42,H10
349,H12,42,H11
351,H09,42,H12
359,B03,43,G02
352,B01,43,A01
355,D09,43,A02
36,E01,43,A03
361,B03,43,A04
367,G01,43,A05
371,E05,43,A06
375,H09,43,A07
379,E02,43,A08
382,H11,43,A09
386,A04,43,A10
389,G08,43,A11
394,F06,43,A12
352,C03,43,B01
356,D10,43,B02
36,C11,43,B03
361,C03,43,B04
367,B03,43,B05
372,E01,43,B06
376,B03,43,B07
379,G07,43,B08
383,A01,43,B09
387,C03,43,B10
39,A10,43,B11
394,C07,43,B12
352,F07,43,C01
357,A02,43,C02
36,H02,43,C03
362,A01,43,C04
368,E02,43,C05
372,E04,43,C06
376,D03,43,C07
379,F08,43,C08
383,G04,43,C09
387,B06,43,C10
393,E01,43,C11
394,A09,43,C12
353,G10,43,D01
36,D04,43,D03
362,A02,43,D04
368,B03,43,D05
373,B03,43,D06
38,G05,43,D08
383,E05,43,D09
388,E01,43,D10
394,C02,43,D11
394,D09,43,D12
353,B03,43,E01
357,D05,43,E02
360,A02,43,E03
362,C05,43,E04
37,F10,43,E05
374,C05,43,E06
38,A08,43,E08
385,C01,43,E09
388,B03,43,E10
394,D02,43,E11
394,D09,43,E12
354,D11,43,F01
358,G07,43,F02
360,C02,43,F03
366,F12,43,F04
37,G07,43,F05
375,C01,43,F06
378,F12,43,F07
380,F12,43,F08
385,B04,43,F09
388,F06,43,F10
394,H03,43,F11
394,F09,43,F12
354,A06,43,G01
360,D02,43,G03
367,C01,43,G04
37,F09,43,G05
375,G01,43,G06
378,G03,43,G07
380,F07,43,G08
385,C04,43,G09
389,D04,43,G10
394,F04,43,G11
395,B03,43,G12
355,H04,43,H01
359,B03,43,H02
360,F03,43,H03
367,D01,43,H04
370,C03,43,H05
375,E12,43,H06
378,A07,43,H07
382,A01,43,H08
386,B03,43,H09
389,G06,43,H10
394,E05,43,H11
357,F03,43,D02
396,H11,43,H12
55,E09,44,G12
4,B03,44,G02
44,H07,44,A10
41,B03,44,E07
46,C02,44,E10
396,B03,44,A01
399,G03,44,A02
4,A05,44,A03
400,G12,44,A04
404,B01,44,A05
406,F03,44,A06
408,C05,44,A07
413,G10,44,A08
416,C03,44,A09
49,A10,44,A11
52,H11,44,A12
396,B03,44,B01
399,A05,44,B02
4,A06,44,B03
401,E10,44,B04
404,H04,44,B05
406,H09,44,B06
408,H09,44,B07
413,B03,44,B08
417,G01,44,B09
44,F08,44,B10
49,A02,44,B11
52,B05,44,B12
396,E08,44,C01
399,E05,44,C02
4,D08,44,C03
401,C03,44,C04
405,B03,44,C05
407,B10,44,C06
409,H01,44,C07
413,E05,44,C08
417,H01,44,C09
45,B03,44,C10
49,B03,44,C11
53,A06,44,C12
398,A02,44,D01
399,G05,44,D02
4,E08,44,D03
401,D04,44,D04
405,C06,44,D05
407,F11,44,D06
409,F11,44,D07
42,G10,44,D09
46,C10,44,D10
49,E07,44,D11
53,D07,44,D12
398,D09,44,E01
4,H10,44,E02
4,G08,44,E03
402,A12,44,E04
405,H06,44,E05
407,C02,44,E06
413,G08,44,E08
43,B03,44,E09
5,F02,44,E11
55,C10,44,E12
399,A11,44,F01
4,C09,44,F03
402,G03,44,F04
406,G01,44,F05
408,C02,44,F06
410,H07,44,F07
414,F11,44,F08
43,D04,44,F09
47,B11,44,F10
55,C08,44,F12
399,E02,44,G01
4,B03,44,G02
402,H07,44,G04
406,C10,44,G05
408,G02,44,G06
412,C05,44,G07
414,F12,44,G08
44,G12,44,G09
48,D07,44,G10
5,C06,44,G11
399,E02,44,H01
4,D03,44,H02
400,F12,44,H03
403,D02,44,H04
406,B03,44,H05
408,B03,44,H06
413,F10,44,H07
415,C02,44,H08
44,G04,44,H09
49,E01,44,H10
50,C09,44,H11
55,E09,44,H12
91,G08,45,D12
80,D07,45,B08
7,B03,45,F05
88,H05,45,F10
56,F11,45,A01
60,C03,45,A02
64,A12,45,A03
65,G04,45,A04
69,C03,45,A05
70,G09,45,A06
75,D11,45,A07
80,A03,45,A08
85,B03,45,A09
87,C06,45,A10
89,C05,45,A11
90,F10,45,A12
57,D02,45,B01
60,H05,45,B02
64,F12,45,B03
66,E02,45,B04
7,A12,45,B05
71,F03,45,B06
75,H11,45,B07
85,E05,45,B09
88,B12,45,B10
9,A01,45,B11
91,G03,45,B12
57,E02,45,C01
61,C08,45,C02
64,A04,45,C03
67,F03,45,C04
7,C02,45,C05
71,H06,45,C06
75,E09,45,C07
81,C09,45,C08
86,C04,45,C09
88,H12,45,C10
9,B11,45,C11
91,H05,45,C12
57,A03,45,D01
61,F08,45,D02
64,G06,45,D03
67,H03,45,D04
7,D02,45,D05
72,A12,45,D06
76,F05,45,D07
82,G02,45,D08
88,B03,45,D10
9,B03,45,D11
58,G04,45,E01
63,H10,45,E02
64,C09,45,E03
68,F02,45,E04
7,A03,45,E05
72,E02,45,E06
77,A12,45,E07
82,G04,45,E08
86,A09,45,E09
88,G03,45,E10
9,G04,45,E11
91,G08,45,E12
59,A02,45,F01
63,F12,45,F02
65,C10,45,F03
68,H03,45,F04
73,H11,45,F06
77,A08,45,F07
83,D11,45,F08
87,B01,45,F09
9,H04,45,F11
92,H12,45,F12
59,G09,45,G01
63,C03,45,G02
65,B11,45,G03
69,A02,45,G04
7,B08,45,G05
73,H03,45,G06
78,F02,45,G07
83,C04,45,G08
87,H01,45,G09
88,C08,45,G10
9,E09,45,G11
92,C07,45,G12
6,G06,45,H01
64,E11,45,H02
65,F03,45,H03
69,B03,45,H04
70,H02,45,H05
74,H03,45,H06
8,D04,45,H07
84,D02,45,H08
87,C03,45,H09
89,H04,45,H10
90,A10,45,H11
92,E07,45,H12
97,G03,46,B02
Blank,C01,46,C03
316,G10,46,D03
5,E04,46,E03
97,G02,46,A02
93,C04,46,A01
99,G03,46,A03
93,C05,46,B01
99,E08,46,B03
93,H08,46,C01
97,G03,46,C02
94,B07,46,D01
97,C04,46,D02
316,G10,46,D03
96,F06,46,E01
98,G02,46,E02
5,E04,46,E03
97,C01,46,F01
99,G11,46,F02
66,E06,46,F03
97,E01,46,G01
99,A12,46,G02
97,H12,46,H01
99,D02,46,H02